Hour,Real,Simulation
0,0.0,90.0
1,0.0,70.0
2,0.0,80.0
3,0.0,80.0
4,0.0,280.0
5,0.0,2510.0
6,0.0,4470.0
7,0.0,4070.0
8,0.0,4200.0
9,0.0,4360.0
10,0.0,4340.0
11,0.0,4490.0
12,0.0,4460.0
13,0.0,4460.0
14,0.0,4350.0
15,0.0,4840.0
16,0.0,5090.0
17,0.0,5000.0
18,0.0,5150.0
19,0.0,4960.0
20,0.0,4760.0
21,0.0,3060.0
22,0.0,2150.0
23,0.0,960.0
