Hour,Real,Simulation
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,40.0
5,0.0,350.0
6,0.0,480.0
7,0.0,590.0
8,0.0,750.0
9,0.0,730.0
10,0.0,900.0
11,0.0,820.0
12,0.0,820.0
13,0.0,780.0
14,0.0,960.0
15,0.0,920.0
16,0.0,860.0
17,0.0,1040.0
18,0.0,850.0
19,0.0,950.0
20,0.0,800.0
21,0.0,330.0
22,0.0,150.0
23,0.0,70.0
