Hour,Real,Simulation
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,30.0
4,0.0,60.0
5,0.0,790.0
6,0.0,890.0
7,0.0,1130.0
8,0.0,1090.0
9,0.0,1080.0
10,0.0,1040.0
11,0.0,1020.0
12,0.0,1100.0
13,0.0,1150.0
14,0.0,1100.0
15,0.0,1080.0
16,0.0,1220.0
17,0.0,1210.0
18,0.0,1000.0
19,0.0,1180.0
20,0.0,1090.0
21,0.0,830.0
22,0.0,490.0
23,0.0,220.0
