Hour,Real,Simulation
0,0.0,50.0
1,0.0,50.0
2,0.0,100.0
3,0.0,140.0
4,0.0,420.0
5,0.0,2810.0
6,0.0,4780.0
7,0.0,4990.0
8,0.0,4540.0
9,0.0,4380.0
10,0.0,4160.0
11,0.0,4560.0
12,0.0,4110.0
13,0.0,4390.0
14,0.0,4930.0
15,0.0,4740.0
16,0.0,4600.0
17,0.0,4680.0
18,0.0,4820.0
19,0.0,4950.0
20,0.0,4830.0
21,0.0,3070.0
22,0.0,1880.0
23,0.0,830.0
