Hour,Real,Simulation
0,0.0,80.0
1,0.0,60.0
2,0.0,110.0
3,0.0,80.0
4,0.0,360.0
5,0.0,2910.0
6,0.0,4790.0
7,0.0,4650.0
8,0.0,4630.0
9,0.0,4470.0
10,0.0,4220.0
11,0.0,4300.0
12,0.0,4220.0
13,0.0,4610.0
14,0.0,4520.0
15,0.0,4400.0
16,0.0,5080.0
17,0.0,4820.0
18,0.0,5010.0
19,0.0,5060.0
20,0.0,4190.0
21,0.0,2910.0
22,0.0,1920.0
23,0.0,620.0
