Hour,Real,Simulation
0,0.0,50.0
1,0.0,70.0
2,0.0,140.0
3,0.0,140.0
4,0.0,460.0
5,0.0,3600.0
6,0.0,5660.0
7,0.0,5620.0
8,0.0,5330.0
9,0.0,5320.0
10,0.0,5190.0
11,0.0,5280.0
12,0.0,4970.0
13,0.0,5300.0
14,0.0,5560.0
15,0.0,5580.0
16,0.0,6120.0
17,0.0,6070.0
18,0.0,6250.0
19,0.0,6450.0
20,0.0,5550.0
21,0.0,3850.0
22,0.0,2210.0
23,0.0,1050.0
