Hour,Real,Simulation
0,0.0,10.0
1,0.0,10.0
2,0.0,20.0
3,0.0,10.0
4,0.0,60.0
5,0.0,190.0
6,0.0,480.0
7,0.0,640.0
8,0.0,520.0
9,0.0,690.0
10,0.0,590.0
11,0.0,720.0
12,0.0,920.0
13,0.0,650.0
14,0.0,810.0
15,0.0,880.0
16,0.0,970.0
17,0.0,900.0
18,0.0,1160.0
19,0.0,930.0
20,0.0,650.0
21,0.0,320.0
22,0.0,140.0
23,0.0,100.0
