Hour,Real,Simulation
0,0.0,110.0
1,0.0,90.0
2,0.0,90.0
3,0.0,100.0
4,0.0,360.0
5,0.0,2970.0
6,0.0,5240.0
7,0.0,4900.0
8,0.0,5070.0
9,0.0,5150.0
10,0.0,5240.0
11,0.0,5170.0
12,0.0,4740.0
13,0.0,5110.0
14,0.0,5170.0
15,0.0,5510.0
16,0.0,6030.0
17,0.0,5330.0
18,0.0,5510.0
19,0.0,5910.0
20,0.0,5090.0
21,0.0,3560.0
22,0.0,2550.0
23,0.0,970.0
