Hour,Real,Simulation
0,0.0,30.0
1,0.0,30.0
2,0.0,0.0
3,0.0,30.0
4,0.0,90.0
5,0.0,380.0
6,0.0,790.0
7,0.0,630.0
8,0.0,830.0
9,0.0,620.0
10,0.0,800.0
11,0.0,720.0
12,0.0,830.0
13,0.0,860.0
14,0.0,750.0
15,0.0,760.0
16,0.0,730.0
17,0.0,780.0
18,0.0,920.0
19,0.0,750.0
20,0.0,820.0
21,0.0,870.0
22,0.0,640.0
23,0.0,410.0
