Hour,Real,Simulation
0,0.0,0.0
1,0.0,10.0
2,0.0,10.0
3,0.0,20.0
4,0.0,10.0
5,0.0,430.0
6,0.0,760.0
7,0.0,760.0
8,0.0,840.0
9,0.0,1180.0
10,0.0,1130.0
11,0.0,1280.0
12,0.0,1320.0
13,0.0,1180.0
14,0.0,1210.0
15,0.0,1340.0
16,0.0,1300.0
17,0.0,1380.0
18,0.0,1440.0
19,0.0,1450.0
20,0.0,1200.0
21,0.0,860.0
22,0.0,270.0
23,0.0,110.0
