Hour,Real,Simulation
0,0.0,0.0
1,0.0,0.0
2,0.0,20.0
3,0.0,20.0
4,0.0,70.0
5,0.0,210.0
6,0.0,420.0
7,0.0,600.0
8,0.0,360.0
9,0.0,660.0
10,0.0,630.0
11,0.0,660.0
12,0.0,830.0
13,0.0,650.0
14,0.0,930.0
15,0.0,820.0
16,0.0,850.0
17,0.0,1100.0
18,0.0,820.0
19,0.0,900.0
20,0.0,700.0
21,0.0,500.0
22,0.0,120.0
23,0.0,30.0
