Hour,Real,Simulation
0,0.0,60.0
1,0.0,60.0
2,0.0,100.0
3,0.0,150.0
4,0.0,470.0
5,0.0,3420.0
6,0.0,5220.0
7,0.0,5540.0
8,0.0,4960.0
9,0.0,5380.0
10,0.0,4740.0
11,0.0,5250.0
12,0.0,5090.0
13,0.0,5190.0
14,0.0,5350.0
15,0.0,5570.0
16,0.0,5660.0
17,0.0,5300.0
18,0.0,5600.0
19,0.0,5700.0
20,0.0,5260.0
21,0.0,3540.0
22,0.0,2050.0
23,0.0,900.0
