Hour,Real,Simulation
0,0.0,100.0
1,0.0,70.0
2,0.0,100.0
3,0.0,110.0
4,0.0,330.0
5,0.0,3020.0
6,0.0,5040.0
7,0.0,4750.0
8,0.0,4600.0
9,0.0,4640.0
10,0.0,4320.0
11,0.0,4590.0
12,0.0,4410.0
13,0.0,4440.0
14,0.0,4430.0
15,0.0,4720.0
16,0.0,5050.0
17,0.0,5070.0
18,0.0,4950.0
19,0.0,5040.0
20,0.0,4560.0
21,0.0,3070.0
22,0.0,2060.0
23,0.0,780.0
