Hour,Real,Simulation
0,0.0,50.0
1,0.0,60.0
2,0.0,140.0
3,0.0,140.0
4,0.0,430.0
5,0.0,3740.0
6,0.0,5810.0
7,0.0,5810.0
8,0.0,5540.0
9,0.0,5370.0
10,0.0,5270.0
11,0.0,5360.0
12,0.0,4850.0
13,0.0,5200.0
14,0.0,5900.0
15,0.0,5400.0
16,0.0,5950.0
17,0.0,6200.0
18,0.0,6180.0
19,0.0,6530.0
20,0.0,5900.0
21,0.0,4010.0
22,0.0,2480.0
23,0.0,1140.0
