Hour,Real,Simulation
0,0.0,100.0
1,0.0,70.0
2,0.0,110.0
3,0.0,100.0
4,0.0,370.0
5,0.0,2830.0
6,0.0,5470.0
7,0.0,5170.0
8,0.0,5180.0
9,0.0,5570.0
10,0.0,5340.0
11,0.0,5560.0
12,0.0,5720.0
13,0.0,5350.0
14,0.0,5510.0
15,0.0,5970.0
16,0.0,6520.0
17,0.0,6210.0
18,0.0,6570.0
19,0.0,6550.0
20,0.0,5400.0
21,0.0,3560.0
22,0.0,2430.0
23,0.0,1000.0
