Hour,Real,Simulation
0,0.0,10.0
1,0.0,20.0
2,0.0,30.0
3,0.0,30.0
4,0.0,90.0
5,0.0,590.0
6,0.0,1120.0
7,0.0,1110.0
8,0.0,990.0
9,0.0,1270.0
10,0.0,1010.0
11,0.0,1110.0
12,0.0,1120.0
13,0.0,1120.0
14,0.0,1150.0
15,0.0,1070.0
16,0.0,1310.0
17,0.0,1310.0
18,0.0,1240.0
19,0.0,1260.0
20,0.0,850.0
21,0.0,480.0
22,0.0,210.0
23,0.0,150.0
