Hour,Real,Simulation
0,0.0,40.0
1,0.0,70.0
2,0.0,110.0
3,0.0,150.0
4,0.0,400.0
5,0.0,3720.0
6,0.0,5500.0
7,0.0,5770.0
8,0.0,5420.0
9,0.0,5290.0
10,0.0,4940.0
11,0.0,5300.0
12,0.0,4990.0
13,0.0,5290.0
14,0.0,5790.0
15,0.0,5730.0
16,0.0,6010.0
17,0.0,6030.0
18,0.0,6360.0
19,0.0,6260.0
20,0.0,5680.0
21,0.0,3730.0
22,0.0,1990.0
23,0.0,990.0
