Hour,Real,Simulation
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,10.0
4,0.0,40.0
5,0.0,470.0
6,0.0,890.0
7,0.0,860.0
8,0.0,920.0
9,0.0,1140.0
10,0.0,1170.0
11,0.0,1210.0
12,0.0,1380.0
13,0.0,1180.0
14,0.0,1200.0
15,0.0,1270.0
16,0.0,1290.0
17,0.0,1380.0
18,0.0,1430.0
19,0.0,1330.0
20,0.0,1180.0
21,0.0,800.0
22,0.0,240.0
23,0.0,40.0
