Hour,Real,Simulation
0,0.0,0.0
1,0.0,10.0
2,0.0,0.0
3,0.0,10.0
4,0.0,60.0
5,0.0,540.0
6,0.0,960.0
7,0.0,970.0
8,0.0,1010.0
9,0.0,1200.0
10,0.0,1190.0
11,0.0,1310.0
12,0.0,1440.0
13,0.0,1320.0
14,0.0,1330.0
15,0.0,1380.0
16,0.0,1380.0
17,0.0,1330.0
18,0.0,1520.0
19,0.0,1440.0
20,0.0,1360.0
21,0.0,970.0
22,0.0,380.0
23,0.0,210.0
