Hour,Real,Simulation
0,0.0,10.0
1,0.0,10.0
2,0.0,10.0
3,0.0,20.0
4,0.0,60.0
5,0.0,130.0
6,0.0,240.0
7,0.0,280.0
8,0.0,410.0
9,0.0,270.0
10,0.0,360.0
11,0.0,450.0
12,0.0,500.0
13,0.0,400.0
14,0.0,440.0
15,0.0,480.0
16,0.0,490.0
17,0.0,530.0
18,0.0,530.0
19,0.0,390.0
20,0.0,420.0
21,0.0,270.0
22,0.0,190.0
23,0.0,170.0
