Hour,Real,Simulation
0,0.0,80.0
1,0.0,60.0
2,0.0,130.0
3,0.0,80.0
4,0.0,360.0
5,0.0,2770.0
6,0.0,4670.0
7,0.0,4890.0
8,0.0,4300.0
9,0.0,4570.0
10,0.0,4250.0
11,0.0,4460.0
12,0.0,4480.0
13,0.0,4510.0
14,0.0,4550.0
15,0.0,4840.0
16,0.0,5080.0
17,0.0,4800.0
18,0.0,4970.0
19,0.0,5360.0
20,0.0,4310.0
21,0.0,3050.0
22,0.0,1940.0
23,0.0,680.0
