Hour,Real,Simulation
0,0.0,10.0
1,0.0,0.0
2,0.0,40.0
3,0.0,50.0
4,0.0,100.0
5,0.0,490.0
6,0.0,760.0
7,0.0,910.0
8,0.0,520.0
9,0.0,960.0
10,0.0,900.0
11,0.0,820.0
12,0.0,850.0
13,0.0,800.0
14,0.0,1000.0
15,0.0,1010.0
16,0.0,1090.0
17,0.0,1080.0
18,0.0,940.0
19,0.0,1010.0
20,0.0,820.0
21,0.0,760.0
22,0.0,570.0
23,0.0,280.0
