Hour,Real,Simulation
0,0.0,60.0
1,0.0,60.0
2,0.0,100.0
3,0.0,180.0
4,0.0,440.0
5,0.0,3450.0
6,0.0,5450.0
7,0.0,5920.0
8,0.0,5450.0
9,0.0,5480.0
10,0.0,4860.0
11,0.0,5390.0
12,0.0,5200.0
13,0.0,5210.0
14,0.0,5780.0
15,0.0,5820.0
16,0.0,5580.0
17,0.0,5630.0
18,0.0,5800.0
19,0.0,5810.0
20,0.0,5460.0
21,0.0,3430.0
22,0.0,1980.0
23,0.0,920.0
