zone;base;base-deges;base-citiz
1;0.0;0.0;0.0
2;0.0;0.0;0.0
3;0.0;0.0;0.0
4;10.0;0.0;0.0
5;0.0;0.0;0.0
6;0.0;0.0;-20.0
7;0.0;0.0;-140.0
8;10.0;0.0;-40.0
9;20.0;-20.0;-60.0
10;80.0;20.0;-70.0
11;0.0;-10.0;-100.0
12;30.0;-40.0;-50.0
13;70.0;30.0;-80.0
14;90.0;10.0;-40.0
15;90.0;20.0;-50.0
16;30.0;-10.0;-80.0
17;40.0;0.0;-100.0
18;40.0;0.0;-60.0
19;90.0;40.0;-20.0
20;80.0;50.0;0.0
21;50.0;10.0;-70.0
22;20.0;-20.0;-30.0
23;0.0;0.0;-10.0
24;0.0;-10.0;-20.0
